,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
147826,74181,"Alexandra Maria ""Alex"" Maloney",F,24.0,158.0,56.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Silver
147857,74201,Dominique Maltais,F,25.0,178.0,71.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Boardercross,Bronze
147859,74201,Dominique Maltais,F,33.0,178.0,71.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Boardercross,Silver
147864,74202,Valrie Maltais,F,23.0,165.0,62.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
147921,74228,Dmitry Vladimirovich Malyshko,M,26.0,184.0,77.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
147938,74240,Aset Sekenovich Mambetov,M,26.0,186.0,96.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
147945,74244,Gaydar Nuruddin ogly Mamedaliyev,M,30.0,155.0,55.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
147979,74264,Mariya Ruslanovna Mamoshuk,F,23.0,163.0,65.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver
147990,74270,Margarita Abdullayevna Mamun,F,20.0,170.0,50.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
148031,74294,Florent Manaudou,M,21.0,199.0,99.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 50 metres Freestyle,Gold
148032,74294,Florent Manaudou,M,25.0,199.0,99.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Silver
148033,74294,Florent Manaudou,M,25.0,199.0,99.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
148034,74295,Laure Manaudou,F,17.0,180.0,69.0,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,Gold
148035,74295,Laure Manaudou,F,17.0,180.0,69.0,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 800 metres Freestyle,Silver
148036,74295,Laure Manaudou,F,17.0,180.0,69.0,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,Bronze
148045,74297,"Ronell Joshua ""Josh"" Mance",M,20.0,191.0,82.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
148105,74318,Julia Marie Mancuso (-Fish),F,21.0,168.0,64.0,United States,USA,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
148107,74318,Julia Marie Mancuso (-Fish),F,25.0,168.0,64.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
148110,74318,Julia Marie Mancuso (-Fish),F,25.0,168.0,64.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Combined,Silver
148114,74318,Julia Marie Mancuso (-Fish),F,29.0,168.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,Bronze
148152,74340,Duan Mandi,M,18.0,202.0,105.0,Serbia,SRB,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
148153,74340,Duan Mandi,M,22.0,202.0,105.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
148156,74342,Milica Mandi,F,20.0,180.0,72.0,Serbia,SRB,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Heavyweight,Gold
148268,74393,Maiya Salakharovna Maneza,F,26.0,161.0,63.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Middleweight,Gold
148281,74401,Vronique Mang,F,19.0,173.0,59.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
148305,74414,Vincenzo Mangiacapre,M,23.0,171.0,64.0,Italy,ITA,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,Bronze
148357,74441,Marta Elisabet Mangu Gonzlez,F,29.0,170.0,75.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
148390,74453,Mirela Maniani-Tzelili,F,27.0,165.0,64.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Javelin Throw,Bronze
148402,74460,Maurice Manificat,M,27.0,185.0,72.0,France,FRA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
148433,74474,Nazyr Yunuzovich Mankiyev,M,23.0,155.0,55.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
148509,74509,Hannu Kalevi Manninen,M,23.0,189.0,83.0,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Team,Gold
148512,74509,Hannu Kalevi Manninen,M,27.0,189.0,83.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Nordic Combined,Nordic Combined Men's Team,Bronze
148539,74521,Paul Christian Manning,M,29.0,189.0,76.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
148540,74521,Paul Christian Manning,M,33.0,189.0,76.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
148779,74618,Jari Sakari Mantila,M,30.0,189.0,73.0,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Team,Gold
148782,74621,Panagiotis Mantis,M,34.0,180.0,65.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Bronze
148812,74635,Huriana Manuel,F,29.0,166.0,65.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
148816,74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Silver
148817,74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,Gold
148818,74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
148819,74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
148829,74645,Mkhitar Razmikovich Manukyan,M,31.0,166.0,63.0,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
148842,74654,Gyuzel Tagirovna Manyurova,F,26.0,174.0,75.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Silver
148843,74654,Gyuzel Tagirovna Manyurova,F,34.0,174.0,75.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze
148844,74654,Gyuzel Tagirovna Manyurova,F,38.0,174.0,75.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Silver
148851,74659,"Leonel Ernesto ""Leo"" Manzano",M,27.0,165.0,57.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",Silver
148876,74674,Julio Csar Manzur Caffarena,M,23.0,185.0,83.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
148885,74678,Mao Yi,F,16.0,151.0,35.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze
148995,74731,James Marburg,M,25.0,191.0,94.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
148997,74732,Stephon Xavier Marbury,M,27.0,187.0,92.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze
149024,74746,"Marcelo ""Marcelinho"" Elgarten",M,33.0,183.0,78.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Silver
149035,74757,Marcelo Vieira da Silva Jnior,M,20.0,173.0,72.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
149036,74757,Marcelo Vieira da Silva Jnior,M,24.0,173.0,72.0,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
149091,74782,Katy Louise Marchant,F,23.0,170.0,72.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Sprint,Bronze
149214,74846,Mrcio Henrique Barroso Arajo,M,34.0,192.0,89.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
149233,74857,Denis Marconato,M,29.0,211.0,115.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Silver
149382,74929,Igor Mareni,M,30.0,173.0,70.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Gold
149383,74930,Yekaterina Aleksandrovna Marennikova,F,26.0,176.0,70.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
149385,74930,Yekaterina Aleksandrovna Marennikova,F,34.0,176.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
149412,74942,Cyrille Maret,M,28.0,189.0,108.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,Bronze
149416,74945,Maurizio Margaglio,M,27.0,178.0,71.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
149423,74950,Melanie Margalis,F,24.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
149431,74953,"Mara Mercedes ""Mechi"" Margalot",F,29.0,159.0,52.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
149432,74953,"Mara Mercedes ""Mechi"" Margalot",F,33.0,159.0,52.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
149504,74987,Gilles Marguet,M,34.0,171.0,70.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
149510,74992,"Marianne ""Mari"" Steinbrecher",F,24.0,188.0,70.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
149540,75010,Arthur Nory Oyakawa Mariano,M,22.0,169.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
149587,75029,Hanna Emilie Marin,F,26.0,169.0,65.0,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
149622,75045,Carolina Mara Marn Marn,F,23.0,172.0,65.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,Gold
149711,75084,Maksim Viktorovich Marinin,M,28.0,187.0,80.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Pairs,Gold
149765,75109,Zornitsa Marinova,F,17.0,170.0,52.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
149792,75121,Shawn Dwayne Marion,M,26.0,200.0,97.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze
149916,75178,Aleksey Mikhaylovich Markov,M,29.0,181.0,81.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Madison,Bronze
149922,75181,"Daniil Yevgenyevich ""Danny"" Markov",M,25.0,185.0,86.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
149953,75202,Stefan Markovi,M,28.0,199.0,96.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
150008,75227,Halyna Petrivna Markushevska,F,28.0,192.0,85.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Bronze
150031,75239,Patrick Denis Marleau,M,30.0,188.0,95.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
150032,75239,Patrick Denis Marleau,M,34.0,188.0,95.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
150079,75262,McKayla Rose Maroney,F,16.0,160.0,46.0,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
150080,75262,McKayla Rose Maroney,F,16.0,160.0,46.0,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Horse Vault,Silver
150087,75266,dm Marosi,M,27.0,181.0,75.0,Hungary,HUN,2012 Summer,2012,Summer,London,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
150122,75285,Helen Louise Maroulis,F,24.0,163.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Featherweight, Freestyle",Gold
150133,75293,Dzsenifer Marozsn,F,24.0,171.0,68.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
150137,75295,Darcy Marquardt,F,33.0,182.0,72.0,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver
150160,75310,Yane Mrcia Campos da Fonseca Marques,F,28.0,166.0,55.0,Brazil,BRA,2012 Summer,2012,Summer,London,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
150193,75337,"Marcos ""Marquinhos"" Aos Corra",M,22.0,185.0,75.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
150231,75366,"Davit ""Dato"" Marsagishvili",M,21.0,186.0,84.0,Georgia,GEO,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
150312,75404,Christine Irene Marshall,F,21.0,165.0,66.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
150371,75433,Trevor Marsicano,M,20.0,172.0,75.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Silver
150387,75446,"Louis Glenn ""Lou"" Marson",M,22.0,185.0,92.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
150395,75451,Marta Vieira da Silva,F,18.0,162.0,58.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
150396,75451,Marta Vieira da Silva,F,22.0,162.0,58.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
150425,75468,Adrienne Elizabeth  Martelli,F,24.0,186.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Bronze
150499,75508,Michal Martikn,M,25.0,170.0,73.0,Slovakia,SVK,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver
150500,75508,Michal Martikn,M,29.0,170.0,73.0,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold
150501,75508,Michal Martikn,M,33.0,170.0,73.0,Slovakia,SVK,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze
150545,75540,Brian Martin,M,28.0,173.0,77.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Luge,Luge Mixed (Men)'s Doubles,Silver
150556,75544,Carmen Dolores Martn Berenguer,F,24.0,172.0,72.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
150565,75551,Damir Martin,M,24.0,189.0,97.0,Croatia,CRO,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Silver
150566,75551,Damir Martin,M,28.0,189.0,97.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,Silver
150639,75588,Kevin Martin,M,35.0,185.0,93.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Men's Curling,Silver
150640,75588,Kevin Martin,M,43.0,185.0,93.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Gold
150714,75624,Rzvan Constantin Martin,M,20.0,158.0,69.0,Romania,ROU,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Lightweight,Bronze
150718,75628,Rhona Martin (Howie-),F,35.0,167.0,71.0,Great Britain,GBR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Gold
150743,75641,Tony Martin,M,27.0,186.0,75.0,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Individual Time Trial,Silver
150769,75654,Kim Kristine Martin-Hasson,F,15.0,166.0,68.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
150770,75654,Kim Kristine Martin-Hasson,F,19.0,166.0,68.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
150875,75706,Conchita Martnez Bernat,F,32.0,170.0,59.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Doubles,Silver
150892,75717,Emilio Damin Martnez Martnez,M,23.0,177.0,78.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
150931,75740,Iker Martnez de Lizarduy Lizarribar,M,27.0,173.0,70.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Skiff,Gold
150932,75740,Iker Martnez de Lizarduy Lizarribar,M,31.0,173.0,70.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed Skiff,Silver
150956,75753,Joan Lino Martnez Armenteros,M,26.0,176.0,69.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,Bronze
150957,75754,Jonder Martnez Martnez,M,26.0,187.0,75.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
150958,75754,Jonder Martnez Martnez,M,30.0,187.0,75.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
151038,75800,Manuel Martnez Gutirrez,M,29.0,185.0,132.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,Bronze
151060,75811,Mayvelis A. Martnez Aldm,F,27.0,178.0,78.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
151136,75850,Yurberjen Herney Martnez Rivas,M,24.0,165.0,49.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Silver
151180,75872,Marie Martinod,F,29.0,158.0,48.0,France,FRA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,Silver
151191,75879,Glafira Sergeyevna Martinovich,F,19.0,176.0,58.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
151288,75926,Simon Martirosyan,M,19.0,181.0,105.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,Silver
151291,75928,Tigran Varban Martirosyan,M,25.0,175.0,85.0,Armenia,ARM,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
151299,75934,Anita Mrton,F,27.0,172.0,95.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Bronze
151340,75959,Julia Marty,F,25.0,169.0,69.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
151346,75962,Stefanie Marty,F,25.0,168.0,72.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
151356,75966,Sergey Anatolyevich Martynov,M,36.0,173.0,65.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
151359,75966,Sergey Anatolyevich Martynov,M,44.0,173.0,65.0,Belarus,BLR,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
151383,75981,Kei Marumo,F,24.0,160.0,50.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
151419,75996,Karina Maruyama,F,29.0,162.0,56.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver
151438,76010,"Gisle Marie ""Gigi"" Marvin",F,22.0,173.0,75.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
151439,76010,"Gisle Marie ""Gigi"" Marvin",F,26.0,173.0,75.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
151442,76012,Franco Marvulli,M,25.0,191.0,82.0,Switzerland,SUI,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Madison,Silver
151587,76071,Bruno Miguel Mascarenhas Antunes,M,23.0,181.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
151600,76079,Javier Alejandro Mascherano,M,20.0,171.0,66.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
151601,76079,Javier Alejandro Mascherano,M,24.0,171.0,66.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
151705,76132,Vladimir Anatolyevich Maslennikov,M,21.0,171.0,73.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
151757,76156,Germaine Mason,M,25.0,195.0,80.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,Silver
151863,76218,Kylie Jacqueline Masse,F,20.0,173.0,61.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Bronze
151869,76223,Daniela Masseroni,F,19.0,170.0,48.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
151888,76226,Kelly Massey,F,31.0,178.0,57.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
151896,76230,Alexander Chen Massialas,M,22.0,188.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",Silver
151897,76230,Alexander Chen Massialas,M,22.0,188.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
151919,76242,Luca Masso,M,22.0,186.0,82.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
151943,76256,Nicols Alejandro Mass Fried,M,26.0,182.0,80.0,Chile,CHI,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Singles,Gold
